car_full_nm,horsepower_bhp,rpm_horsepower_measure_point,torque_lb_ft,rpm_torque_measure_point,car_0_60_time_seconds,engine_size_cc,engine_size_cat,engine_size_ci,top_speed_mph,top_speed_kph,horsepower_per_ton_bhp,year,decade,make_nm,car_weight_tons,torque_per_ton
Lotus Esprit S1 2.0 - [1975],162,6200,140,4900,NA,1973,1,120.4,137,220,180,1975,1970s,Lotus,0.9,155.5555556
Jensen GT 2.0 16v - [1976],144,6500,134,5000,NA,1973,1,120.4,119,191,131.2,1976,1970s,Jensen,1.097560976,122.0888889
Jensen Healey 2.0 16v - [1972],140,6500,130,5000,NA,1973,1,120.4,119,191,145,1972,1970s,Jensen,0.965517241,134.6428571
Vauxhall-Opel Viva GT 2.0L - [1968],104,5600,117,3400,NA,1975,1,120.5,101,162,112.4,1968,1960s,Vauxhall-Opel,0.925266904,126.45
Morgan 3 Wheeler 2.0l V-Twin - [2011],115,4500,103,3250,4.5,1976,1,120.5,115,185,219,2011,2010s,Morgan,0.525114155,196.1478261
Vauxhall-Opel Manta 2.0 GTE Coupe - [1982],110,5400,119,3400,NA,1979,1,120.7,119,191,100.9,1982,1980s,Vauxhall-Opel,1.090188305,109.1554545
Audi A3 S3 2.0 Turbo - [2013],296,5500,280,1800,NA,1984,1,121,155,249,206.9,2013,2010s,Audi,1.430642823,195.7162162
Audi A3 S3 2.0 Turbo S-Tronic - [2013],296,5500,280,1800,NA,1984,1,121,155,249,204.1,2013,2010s,Audi,1.450269476,193.0675676
Audi A3 S3 2.0 Turbo - [2012],296,5500,280,1800,NA,1984,1,121,155,249,201.3,2012,2010s,Audi,1.470442126,190.4189189
Audi A3 S3 2.0 Turbo S-Tronic - [2012],296,5500,280,1800,4.7,1984,1,121,155,249,198.6,2012,2010s,Audi,1.490433031,187.8648649
Audi A3 S3 2.0 Turbo Sportback - [2012],296,5500,280,1800,NA,1984,1,121,155,249,197.3,2012,2010s,Audi,1.500253421,186.6351351
Audi A3 S3 2.0 Turbo S-Tronic Sportback - [2012],296,5500,280,1800,NA,1984,1,121,155,249,194.7,2012,2010s,Audi,1.520287622,184.1756757
KTM X-Bow R 2.0 Turbo - [2011],295,5500,295,3300,3.6,1984,1,121,144,231,373.4,2011,2010s,KTM,0.790037493,373.4
KTM X-Bow R 2.0 Turbo - [2013],295,6300,295,3300,3.9,1984,1,121,144,231,373.4,2013,2010s,KTM,0.790037493,373.4
KTM X-Bow GT 2.0 Turbo - [2013],281,6400,310,3200,4,1984,1,121,144,231,331.7,2013,2010s,KTM,0.84715104,365.9323843
Audi TT S 2.0T 270 - [2008],268,6000,258,5000,NA,1984,1,121,155,249,192.1,2008,2000s,Audi,1.395106715,184.9320896
Volkswagen(VW) Golf 2.0 R DSG - [2009],266,6000,258,2500,NA,1984,1,121,155,249,181.4,2009,2000s,Volkswagen(VW),1.466372657,175.9443609
Volkswagen(VW) Scirocco R 2.0 Turbo - [2009],261,6000,258,2500,NA,1984,1,121,155,249,194.1,2009,2000s,Volkswagen(VW),1.344667697,191.8689655
Audi A3 S3 2.0T - [2008],261,6000,258,2500,NA,1984,1,121,155,249,179.3,2008,2000s,Audi,1.455660904,177.2390805
Seat Leon Cupra R 2.0 20v - [2009],261,6000,258,2500,NA,1984,1,121,155,249,189.8,2009,2000s,Seat,1.375131718,187.6183908
Volkswagen(VW) Golf R 2.0 Turbo - [2012],256,6000,243,2400,NA,1984,1,121,130,209,169.7,2012,2010s,Volkswagen(VW),1.50854449,161.0824219
Audi A3 S3 2.0TFSI Quattro - [2007],252,6000,243,2400,NA,1984,1,121,155,249,173.1,2007,2000s,Audi,1.455805893,166.9178571
Porsche 924 Carrera GTS (937) - [1981],242,6250,247,3000,NA,1984,1,121,155,249,215.8,1981,1980s,Porsche,1.121408712,220.2586777
Volkswagen(VW) Golf GTi Edition 30 DSG - [2006],227,5500,221,2200,NA,1984,1,121,151,243,164.9,2006,2000s,Volkswagen(VW),1.376591874,160.5414097
Volkswagen(VW) Golf GTI Performance DSG 2.0 Turbo - [2013],227,4700,258,1500,NA,1984,1,121,154,247,161.9,2013,2010s,Volkswagen(VW),1.402100062,184.0096916
KTM X-Bow 2.0 Turbo - [2007],217,5900,221,2200,NA,1984,1,121,135,217,310,2007,2000s,KTM,0.7,315.7142857
Volkswagen(VW) Polo R WRC 2.0 Turbo - [2013],217,4500,258,2500,NA,1984,1,121,151,243,163.8,2013,2010s,Volkswagen(VW),1.324786325,194.7483871
Volkswagen(VW) Golf GTi DSG 2.0 Turbo - [2013],217,4500,258,1500,NA,1984,1,121,152,244,158.3,2013,2010s,Volkswagen(VW),1.370814908,188.2092166
Skoda Octavia RS TSI 2.0 Turbo - [2013],217,4500,258,1500,NA,1984,1,121,154,247,152.2,2013,2010s,Skoda,1.425755585,180.956682
Volkswagen(VW) Scirocco 2.0 TSI DSG - [2010],209,5300,207,1700,NA,1984,1,121,148,238,158.5,2010,2010s,Volkswagen(VW),1.318611987,156.9832536
Volkswagen(VW) Golf 2.0T GTi 16V - [2009],207,6200,207,5200,NA,1984,1,121,148,238,157,2009,2000s,Volkswagen(VW),1.318471338,157
Audi TT Roadster 2.0T FSI 200 - [2008],197,5100,206,1800,NA,1984,1,121,147,236,152.1,2008,2000s,Audi,1.295200526,159.048731
Audi A3 2.0T FSI S-Line - [2005],197,5100,206,1800,NA,1984,1,121,146,234,134,2005,2000s,Audi,1.470149254,140.1218274
Audi A4 2.0T FSI - [2004],197,6100,207,1800,NA,1984,1,121,146,234,138.2,2004,2000s,Audi,1.425470333,145.2152284
Audi A4 2.0T FSI Quattro - [2004],197,6100,207,1800,NA,1984,1,121,147,236,127.9,2004,2000s,Audi,1.540265833,134.3923858
Volkswagen(VW) Scirocco 2.0 TSI GT - [2008],197,6000,206,1700,NA,1984,1,121,146,234,151.7,2008,2000s,Volkswagen(VW),1.298615689,158.6304569
Seat Leon Linea R 2.0 TSI FR DSG - [2008],197,5100,207,1800,NA,1984,1,121,142,228,143.9,2008,2000s,Seat,1.369006254,151.2045685
Volkswagen(VW) Beetle 2.0 TSi Cabriolet - [2012],197,5100,207,1700,NA,1984,1,121,139,223,130.4,2012,2010s,Volkswagen(VW),1.510736196,137.0192893
Skoda Octavia RS 2.0 Turbo - [2011],197,5100,207,1800,NA,1984,1,121,150,241,137.2,2011,2010s,Skoda,1.435860058,144.164467
Volkswagen(VW) Golf 2.0 FSI - [2003],150,6000,147,3250,NA,1984,1,121,131,210,117.6,2003,2000s,Volkswagen(VW),1.275510204,115.248
Volkswagen(VW) Golf 2.0 GTi 16V - [1994],150,6000,133,4600,NA,1984,1,121,134,215,127,1994,1990s,Volkswagen(VW),1.181102362,112.6066667
Saab 900 2.0 Turbo 16v S - [1984],185,5300,201,3000,NA,1985,1,121.1,131,210,138,1984,1980s,Saab,1.34057971,149.9351351
Saab 9000 2.0 Turbo - [1986],175,5300,201,3000,NA,1985,1,121.1,141,226,132.9,1986,1980s,Saab,1.316779533,152.6451429
Saab 99 2.0L Turbo - [1980],145,5000,174,3000,NA,1985,1,121.1,120,193,128.3,1980,1980s,Saab,1.130163679,153.96
Volvo 144 Grand Luxe 2.0 8v - [1966],124,6000,123,3500,NA,1986,1,121.1,106,170,96.1,1966,1960s,Volvo,1.290322581,95.325
Ferrari 206 Dino GT - [1968],180,8000,138,6500,NA,1987,1,121.2,140,225,157.8,1968,1960s,Ferrari,1.140684411,120.98
Ford Focus RS - [2002],212,5500,229,3500,NA,1988,1,121.3,144,231,165.8,2002,2000s,Ford,1.278648975,179.095283
Ford Focus ST 170 - [2002],171,7000,144,5500,NA,1989,1,121.3,134,215,141.5,2002,2000s,Ford,1.208480565,119.1578947
Mercedes A Class 45 AMG 2.0 Turbo - [2013],355,6000,332,2250,4.6,1991,1,121.4,155,249,228.2,2013,2010s,Mercedes,1.555652936,213.4152113
Mercedes CLA 45 AMG 2.0 Turbo - [2013],355,6000,332,2250,4.5,1991,1,121.4,155,249,223.9,2013,2010s,Mercedes,1.585529254,209.3938028
Ferrari 208 Turbo 2.0L V8 - [1986],254,6500,242,4100,NA,1991,1,121.4,157,252,224.3,1986,1980s,Ferrari,1.132411948,213.7031496
Porsche 911 S - [1967],158,6600,132,5200,NA,1991,1,121.4,137,220,148.7,1967,1960s,Porsche,1.062542031,124.2303797
BMW 2000 CS - [1965],120,5600,123,3500,NA,1991,1,121.4,110,177,104.3,1965,1960s,BMW,1.150527325,106.9075
Ford Escort RS Cosworth - [1992],227,6250,224,3500,NA,1993,1,121.6,137,220,173.6,1992,1990s,Ford,1.307603687,171.3057269
Ford Sierra Sapphire RS Cosworth 4x4 - [1990],217,6250,214,3500,NA,1993,1,121.6,143,230,166.6,1990,1990s,Ford,1.302521008,164.2967742
Ford Sierra RS Cosworth - [1986],204,6000,205,4500,NA,1993,1,121.6,149,239,167.2,1986,1980s,Ford,1.220095694,168.0196078
Ford Sierra Sapphire RS Cosworth - [1988],204,6000,205,4500,NA,1993,1,121.6,143,230,163.2,1988,1980s,Ford,1.25,164
Ford Escort MK1 RS2000 - [1973],100,5750,108,3750,NA,1993,1,121.6,110,177,109.4,1973,1970s,Ford,0.914076782,118.152
Ford Cortina MkIII 2000GT - [1970],98,5500,111,3500,NA,1993,1,121.6,103,165,98,1970,1970s,Ford,1,111
Subaru Impreza WRX STI Type RA Spec C - Blobeye - [2003],335,7000,280,3750,4.3,1994,1,121.6,160,257,242.7,2003,2000s,Subaru,1.380304903,202.8537313
Subaru Impreza WRX STI R205 Spec C - Hatch - [2010],315,6400,318,4000,3.7,1994,1,121.6,155,249,214.2,2010,2010s,Subaru,1.470588235,216.24
Subaru Impreza WRX STI S206 - [2011],315,6400,318,3200,4.5,1994,1,121.6,155,249,214.2,2011,2010s,Subaru,1.470588235,216.24
Subaru Impreza WRX STi PPP - [2003],300,6000,299,4000,NA,1994,1,121.6,155,249,204,2003,2000s,Subaru,1.470588235,203.32
Subaru Impreza S201 STI - [2000],295,6500,260,4000,4.7,1994,1,121.6,135,217,232.2,2000,2000s,Subaru,1.270456503,204.6508475
Subaru Impreza P1 - Classic - [2000],276,6500,260,4000,4.7,1994,1,121.6,150,241,213.1,2000,2000s,Subaru,1.295166588,200.7463768
Subaru Impreza WRX - Classic (JDM) - [1996],276,6500,242,4000,4.7,1994,1,121.6,135,217,220.8,1996,1990s,Subaru,1.25,193.6
Subaru Impreza WRX Type RA - Classic (JDM) - [1996],276,6500,242,4000,4.5,1994,1,121.6,135,217,231.9,1996,1990s,Subaru,1.190168176,203.3326087
Subaru Impreza WRX - Classic (JDM) - [1997],276,6500,260,4000,4.7,1994,1,121.6,135,217,231.9,1997,1990s,Subaru,1.190168176,218.4565217
Subaru Impreza WRX STI V3 - Classic (JDM) - [1996],276,6500,253,4000,4.5,1994,1,121.6,135,217,231.9,1996,1990s,Subaru,1.190168176,212.575
Subaru Impreza WRX STI V4 - Classic (JDM) - [1997],276,6500,260,4000,4.7,1994,1,121.6,135,217,231.9,1997,1990s,Subaru,1.190168176,218.4565217
Subaru Impreza WRX STI V3 V-Limited - Classic (JDM) - [1997],276,6500,253,4000,4.7,1994,1,121.6,135,217,231.9,1997,1990s,Subaru,1.190168176,212.575
Subaru Impreza WRX STI V3 Type R - JDM - Classic - [1997],276,6500,253,4000,4.7,1994,1,121.6,135,217,231.9,1997,1990s,Subaru,1.190168176,212.575
Subaru Impreza WRX STI V5 V-Limited - Classic (JDM) - [1998],276,6500,260,4000,4.7,1994,1,121.6,135,217,231.9,1998,1990s,Subaru,1.190168176,218.4565217
Subaru Impreza WRX STI V5 Type RA - JDM - Classic - [1998],276,6500,260,4000,4.7,1994,1,121.6,135,217,231.9,1998,1990s,Subaru,1.190168176,218.4565217
Subaru Impreza WRX STI V5 Type R - JDM - Classic - [1998],276,6500,260,4000,4.7,1994,1,121.6,135,217,231.9,1998,1990s,Subaru,1.190168176,218.4565217
Subaru Impreza WRX - Classic (JDM) - [1999],276,6500,250,4000,4.7,1994,1,121.6,135,217,231.9,1999,1990s,Subaru,1.190168176,210.0543478
Subaru Impreza WRX STI V6 - Classic (JDM) - [1999],276,6500,250,4000,4.7,1994,1,121.6,135,217,231.9,1999,1990s,Subaru,1.190168176,210.0543478
Subaru Impreza WRX STI V6 Type RA - JDM - Classic - [1999],276,6500,250,4000,4.7,1994,1,121.6,135,217,231.9,1999,1990s,Subaru,1.190168176,210.0543478
Subaru Impreza WRX STI V2 - Classic (JDM) - [1995],271,6500,235,4000,NA,1994,1,121.6,135,217,218.5,1995,1990s,Subaru,1.2402746,189.4741697
Subaru Impreza WRX - Classic (JDM) - [1994],256,6500,228,4000,NA,1994,1,121.6,135,217,213.3,1994,1990s,Subaru,1.200187529,189.9703125
Subaru Impreza WRX Type RA - Classic (JDM) - [1994],256,6500,228,4000,4.7,1994,1,121.6,135,217,218.8,1994,1990s,Subaru,1.170018282,194.86875
Subaru Impreza WRX STI V2 - Classic (JDM) Wagon - [1995],256,6500,228,5000,NA,1994,1,121.6,135,217,200,1995,1990s,Subaru,1.28,178.125
Subaru Impreza WRX STI V1 - Classic (JDM) - [1994],247,6500,228,3500,4.7,1994,1,121.6,135,217,200.8,1994,1990s,Subaru,1.230079681,185.3538462
Subaru Impreza WRX STI V1 - Classic (JDM) Wagon - [1994],247,6500,228,3500,4.6,1994,1,121.6,135,217,192.9,1994,1990s,Subaru,1.280456195,178.0615385
Subaru Impreza WRX - Classic (JDM) Wagon - [1997],247,5000,226,4000,NA,1994,1,121.6,135,217,192.9,1997,1990s,Subaru,1.280456195,176.4995951
Subaru Impreza WRX - Classic (JDM) - [1992],237,6000,224,5000,NA,1994,1,121.6,155,249,197.5,1992,1990s,Subaru,1.2,186.6666667
Subaru Impreza WRX Type RA - Classic (JDM) - [1992],237,6000,224,5000,NA,1994,1,121.6,135,217,202.5,1992,1990s,Subaru,1.17037037,191.3924051
Subaru Impreza WRX - Classic (JDM) Wagon - [1996],237,6000,224,3000,NA,1994,1,121.6,135,217,185.1,1996,1990s,Subaru,1.280388979,174.9468354
Subaru Impreza WRX STI V3 V-Limited - (JDM) Wagon - [1997],237,6000,224,3000,NA,1994,1,121.6,135,217,185.1,1997,1990s,Subaru,1.280388979,174.9468354
Subaru Impreza WRX Wagon - Classic (JDM) - [1999],237,6000,228,4000,NA,1994,1,121.6,135,217,185.1,1999,1990s,Subaru,1.280388979,178.0708861
Ford Sierra RS 500 - [1987],224,6000,204,4500,NA,1994,1,121.6,154,247,185.5,1987,1980s,Ford,1.20754717,168.9375
Subaru Impreza WRX - Blobeye - [2003],221,5600,221,4000,NA,1994,1,121.6,143,230,158.4,2003,2000s,Subaru,1.39520202,158.4
Subaru Impreza WRX - Classic (JDM) Wagon - [1993],217,6000,206,3500,NA,1994,1,121.6,135,217,177.8,1993,1990s,Subaru,1.220472441,168.7870968
Subaru Forester 2.0 XT Turbo - [2003],216,5500,228,3500,NA,1994,1,121.6,140,225,155.3,2003,2000s,Subaru,1.390856407,163.9277778
Subaru Impreza 2.0 Turbo UK - Classic - [1998],215,5600,214,4000,NA,1994,1,121.6,144,231,173.3,1998,1990s,Subaru,1.240623197,172.4939535
Rover 200 220 Coupe Turbo - [1992],200,0,171,0,NA,1994,1,121.6,150,241,168.7,1992,1990s,Rover,1.185536455,144.2385
Rover 600 620 Ti - [1994],197,0,174,0,NA,1994,1,121.6,143,230,144.3,1994,1990s,Rover,1.365211365,127.4527919
Subaru Legacy Turbo Estate - [1992],197,6000,192,3600,NA,1994,1,121.6,133,214,138,1992,1990s,Subaru,1.427536232,134.4974619
Subaru Legacy 2.0 Turbo - [1992],197,6000,193,3600,NA,1994,1,121.6,136,218,143,1992,1990s,Subaru,1.377622378,140.0964467
Lancia Delta Integrale 8v - [1988],185,0,224,0,NA,1994,1,121.6,133,214,148,1988,1980s,Lancia,1.25,179.2
MG Maestro 2.0 Turbo - [1988],150,5100,169,3500,NA,1994,1,121.6,129,207,137.9,1988,1980s,MG,1.087744743,155.3673333
MG Maestro 2.0 EFi - [1984],115,5600,134,2800,NA,1994,1,121.6,115,185,116.8,1984,1980s,MG,0.984589041,136.0973913
Audi Coupe 2.0 GT - [1984],113,5400,122,3200,NA,1994,1,121.6,116,186,107.6,1984,1980s,Audi,1.050185874,116.1699115
Chevrolet Vega Cosworth Twin Cam - [1975],110,5600,107,4800,NA,1994,1,121.6,112,180,97.7,1975,1970s,Chevrolet,1.125895599,95.03545455
Triumph TR3 2.0L Convertible - [1955],100,5000,117,3000,NA,1994,1,121.6,105,168,110.6,1955,1950s,Triumph,0.904159132,129.402
Lancia Delta HF Integrale 16v - [1991],207,5750,220,3500,NA,1995,1,121.7,134,215,159.2,1991,1990s,Lancia,1.300251256,169.1980676
Lancia Kappa 2.0 Turbo - [1994],205,5600,220,2750,NA,1995,1,121.7,146,234,138.5,1994,1990s,Lancia,1.480144404,148.6341463
BMW 1 Series 123d 2d Coupe M-Sport - [2007],201,0,295,0,NA,1995,1,121.7,148,238,135.3,2007,2000s,BMW,1.485587583,198.5746269
Fiat Coupe 2.0 16V Turbo - [1995],195,5500,218,3400,NA,1995,1,121.7,140,225,147.7,1995,1990s,Fiat,1.320243737,165.1210256
Renault Megane Renaultsport 2.0 dCi 175 - [2007],173,3750,265,2000,NA,1995,1,121.7,137,220,117.6,2007,2000s,Renault,1.471088435,180.1387283
